"","reference","species","compound","Mother_tissue","Mother_concentration","Mother_concentration_cen","Offspring_concentration","Offspring_concentration_cen","log_Kow_KOWWIN","logKOW_exp","logKOW_VEGA","Mol_Weigth_g.mol","Hydrogen.Bond.Donor.Count","Hydrogen.Bond.Acceptor.Count","RotatableBondCount","TopologicalPolarSurfaceArea","HeavyAtomCount","FormalCharge","Complexity","Volume","CASRN","PCB_coplanar","PCB_fourCl","PCB_twopara","PCB_twometa","compound_class_broad"
"208","Basile et al 2011","M. terrapin","PCB 187","liver_concentration",98.1191222570533,FALSE,58.0565805658057,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-68-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"209","Basile et al 2011","M. terrapin","PCB 183","liver_concentration",64.8902821316614,FALSE,53.259532595326,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-69-1","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"210","Basile et al 2011","M. terrapin","PCB 167","liver_concentration",17.8683385579937,FALSE,17.220172201722,FALSE,7.62,7.5,NA,"360.9",0,0,1,0,18,0,274,236.67,"52663-72-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"211","Basile et al 2011","M. terrapin","PCB 177","liver_concentration",32.2884012539185,FALSE,4.50184501845018,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-70-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"212","Basile et al 2011","M. terrapin","PCB 202","liver_concentration",15.8307210031348,FALSE,10.590405904059,FALSE,8.91,7.73,NA,"429.8",0,0,1,0,20,0,279,263.74,"2136-99-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"213","Basile et al 2011","M. terrapin","PCB 156","liver_concentration",22.0062695924765,FALSE,17.8351783517835,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-08-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"214","Basile et al 2011","M. terrapin","PCB 201","liver_concentration",14.7335423197492,FALSE,4.07134071340713,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"40186-71-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"215","Basile et al 2011","M. terrapin","PCB 157","liver_concentration",8.11912225705329,FALSE,6.76506765067651,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,274,236.67,"69782-90-7","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"216","Basile et al 2011","M. terrapin","PCB 172","liver_concentration",0.846394984326019,FALSE,0.787207872078721,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-74-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"217","Basile et al 2011","M. terrapin","PCB 197","liver_concentration",5.92476489028213,FALSE,3.54243542435424,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,307,263.74,"33091-17-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"218","Basile et al 2011","M. terrapin","PCB 180_193","liver_concentration",107.523510971787,FALSE,80.0738007380074,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,NA,250.2,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"219","Basile et al 2011","M. terrapin","PCB 191","liver_concentration",1.5987460815047,FALSE,1.230012300123,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"74472-50-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"220","Basile et al 2011","M. terrapin","PCB 170","liver_concentration",31.3479623824451,FALSE,23.6162361623616,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"35065-30-6","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"221","Basile et al 2011","M. terrapin","Mirex","liver_concentration",8.84012539184953,FALSE,5.65805658056581,FALSE,7.01,6.89,NA,"545.5",0,0,0,0,12,0,567,285.89,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"222","Basile et al 2011","M. terrapin","PCB 199","liver_concentration",11.9122257053292,FALSE,7.60147601476015,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"52663-75-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"223","Basile et al 2011","M. terrapin","PCB 203_196","liver_concentration",28.2758620689655,FALSE,17.220172201722,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,NA,263.74,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"224","Basile et al 2011","M. terrapin","PCB 189","liver_concentration",2.25705329153605,FALSE,1.7220172201722,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"39635-31-9","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"225","Basile et al 2011","M. terrapin","PCB 208","liver_concentration",5.17241379310345,FALSE,2.98892988929889,FALSE,9.56,8.16,NA,"464.2",0,0,1,0,21,0,337,277.27,"52663-77-1","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"226","Basile et al 2011","M. terrapin","PCB 195","liver_concentration",3.44827586206897,FALSE,2.36162361623616,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,323,263.74,"52663-78-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"227","Basile et al 2011","M. terrapin","PCB 207","liver_concentration",3.60501567398119,FALSE,1.77121771217712,FALSE,9.56,NA,NA,"464.2",0,0,1,0,21,0,351,277.27,"52663-79-3","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"228","Basile et al 2011","M. terrapin","PCB 194","liver_concentration",21.4420062695925,FALSE,12.1771217712177,FALSE,8.91,8.68,NA,"429.8",0,0,1,0,20,0,307,263.74,"35694-08-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"229","Basile et al 2011","M. terrapin","PCB 206","liver_concentration",13.8557993730408,FALSE,6.62976629766298,FALSE,9.56,9.14,NA,"464.2",0,0,1,0,21,0,351,277.27,"40186-72-9","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"230","Basile et al 2011","M. terrapin","PCB 209","liver_concentration",10.2194357366771,FALSE,3.94833948339483,FALSE,10.2,8.27,NA,"498.6",0,0,1,0,22,0,326,290.81,"2051-24-3","---","---","--","-","PCB - Polychlorinated biphenyls"
"231","Basile et al 2011","M. terrapin","PBDE 100","liver_concentration",5.61128526645768,FALSE,5.35055350553506,FALSE,7.66,NA,NA,"564.7",0,1,2,9.2,18,0,265,253.86,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"232","Basile et al 2011","M. terrapin","PBDE 155","liver_concentration",2.60188087774295,FALSE,1.89421894218942,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,252,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"233","Basile et al 2011","M. terrapin","PBDE 154","liver_concentration",5.8307210031348,FALSE,4.20664206642066,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,292,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"234","Basile et al 2011","M. terrapin","PBDE 153","liver_concentration",7.36677115987461,FALSE,5.15375153751537,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,276,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"235","Basile et al 2011","M. terrapin","HCB","liver_concentration",1.84952978056426,FALSE,0.639606396063961,FALSE,5.86,5.73,NA,"284.8",0,0,0,0,12,0,104,167,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"236","Basile et al 2011","M. terrapin","Oxychlordane","liver_concentration",74.9216300940439,FALSE,82.9028290282903,FALSE,5.48,NA,NA,"423.7",0,1,0,12.5,19,0,548,247.28,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"237","Basile et al 2011","M. terrapin","PCB 74","liver_concentration",31.3479623824451,FALSE,35.5473554735547,FALSE,6.34,6.67,NA,"292",0,0,1,0,16,0,225,209.59,"32690-93-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"238","Basile et al 2011","M. terrapin","PCB 66","liver_concentration",21.5673981191223,FALSE,28.9052890528905,FALSE,6.34,6.31,NA,"292",0,0,1,0,16,0,233,209.59,"32598-10-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"239","Basile et al 2011","M. terrapin","PCB 99","liver_concentration",120.689655172414,FALSE,173.431734317343,FALSE,6.98,7.21,NA,"326.4",0,0,1,0,17,0,259,223.13,"38380-01-7","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"240","Basile et al 2011","M. terrapin","p,p'-DDE","liver_concentration",162.382445141066,FALSE,190.651906519065,FALSE,5.87,NA,NA,"318",0,0,2,0,18,0,269,237.01,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"241","Basile et al 2011","M. terrapin","PCB 154","liver_concentration",8.74608150470219,FALSE,10.4920049200492,FALSE,7.62,NA,NA,"360.88",0,0,1,0,18,0,274,236.67,"60145-22-4","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"242","Basile et al 2011","M. terrapin","PCB 107","liver_concentration",3.76175548589342,FALSE,9.47109471094711,FALSE,6.98,NA,NA,"326.4",0,0,1,0,17,0,259,223.13,"70424-68-9","CP1","4CL","--","2M","PCB - Polychlorinated biphenyls"
"243","Basile et al 2011","M. terrapin","PCB 149","liver_concentration",3.38557993730408,FALSE,2.61992619926199,FALSE,7.62,7.28,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-04-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"244","Basile et al 2011","M. terrapin","PCB 118","liver_concentration",257.680250783699,FALSE,297.662976629766,FALSE,6.98,7.12,NA,"326.4",0,0,1,0,17,0,259,223.13,"31508-00-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"245","Basile et al 2011","M. terrapin","p,p'-DDD","liver_concentration",3.82445141065831,FALSE,0.971709717097171,FALSE,5.87,6.02,NA,"320.05",0,0,3,0,18,0,218,243.25,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"246","Basile et al 2011","M. terrapin","PCB 188","liver_concentration",16.6457680250784,FALSE,1.21771217712177,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,287,250.2,"74487-85-7","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"247","Basile et al 2011","M. terrapin","PCB 146","liver_concentration",34.4827586206897,FALSE,30.1353013530135,FALSE,7.62,7.19,NA,"360.9",0,0,1,0,18,0,286,236.67,"51908-16-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"248","Basile et al 2011","M. terrapin","PCB 153_132","liver_concentration",736.677115987461,FALSE,664.206642066421,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,NA,236.67,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"249","Basile et al 2011","M. terrapin","PCB 105","liver_concentration",68.6520376175549,FALSE,71.2177121771218,FALSE,6.98,6.79,NA,"326.4",0,0,1,0,17,0,259,223.13,"32598-14-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"250","Basile et al 2011","M. terrapin","PCB 137","liver_concentration",5.23510971786834,FALSE,4.78474784747847,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35694-06-5","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"251","Basile et al 2011","M. terrapin","PCB 163","liver_concentration",41.3793103448276,FALSE,18.9421894218942,FALSE,7.62,7.2,NA,"360.9",0,0,1,0,18,0,272,236.67,"74472-44-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"252","Basile et al 2011","M. terrapin","PCB 138","liver_concentration",207.523510971787,FALSE,182.041820418204,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35065-28-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"253","Basile et al 2011","M. terrapin","PCB 158","liver_concentration",16.551724137931,FALSE,14.5141451414514,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,286,236.67,"74472-42-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"254","Basile et al 2011","M. terrapin","PCB 178","liver_concentration",134.48275862069,FALSE,10.9717097170972,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-67-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"255","Basile et al 2011","M. terrapin","PCB 187","liver_concentration",98.1191222570533,FALSE,61.2546125461255,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-68-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"256","Basile et al 2011","M. terrapin","PCB 183","liver_concentration",64.8902821316614,FALSE,55.2275522755227,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-69-1","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"257","Basile et al 2011","M. terrapin","PCB 167","liver_concentration",17.8683385579937,FALSE,17.0971709717097,FALSE,7.62,7.5,NA,"360.9",0,0,1,0,18,0,274,236.67,"52663-72-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"258","Basile et al 2011","M. terrapin","PCB 177","liver_concentration",32.2884012539185,FALSE,4.63714637146371,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-70-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"259","Basile et al 2011","M. terrapin","PCB 202","liver_concentration",15.8307210031348,FALSE,11.8573185731857,FALSE,8.91,7.73,NA,"429.8",0,0,1,0,20,0,279,263.74,"2136-99-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"260","Basile et al 2011","M. terrapin","PCB 156","liver_concentration",22.0062695924765,FALSE,15.0061500615006,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-08-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"261","Basile et al 2011","M. terrapin","PCB 201","liver_concentration",14.7335423197492,FALSE,4.45264452644526,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"40186-71-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"262","Basile et al 2011","M. terrapin","PCB 157","liver_concentration",8.11912225705329,FALSE,5.54735547355474,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,274,236.67,"69782-90-7","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"263","Basile et al 2011","M. terrapin","PCB 172","liver_concentration",0.846394984326019,FALSE,0.774907749077491,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-74-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"264","Basile et al 2011","M. terrapin","PCB 197","liver_concentration",5.92476489028213,FALSE,3.75153751537515,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,307,263.74,"33091-17-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"265","Basile et al 2011","M. terrapin","PCB 180_193","liver_concentration",107.523510971787,FALSE,76.8757687576876,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,NA,250.2,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"266","Basile et al 2011","M. terrapin","PCB 191","liver_concentration",1.5987460815047,FALSE,1.26691266912669,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"74472-50-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"267","Basile et al 2011","M. terrapin","PCB 170","liver_concentration",31.3479623824451,FALSE,22.5092250922509,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"35065-30-6","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"268","Basile et al 2011","M. terrapin","Mirex","liver_concentration",8.84012539184953,FALSE,6.21156211562116,FALSE,7.01,6.89,NA,"545.5",0,0,0,0,12,0,567,285.89,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"269","Basile et al 2011","M. terrapin","PCB 199","liver_concentration",11.9122257053292,FALSE,7.72447724477245,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"52663-75-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"270","Basile et al 2011","M. terrapin","PCB 203_196","liver_concentration",28.2758620689655,FALSE,17.0971709717097,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,NA,263.74,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"271","Basile et al 2011","M. terrapin","PCB 189","liver_concentration",2.25705329153605,FALSE,1.51291512915129,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"39635-31-9","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"272","Basile et al 2011","M. terrapin","PCB 208","liver_concentration",5.17241379310345,FALSE,3.01353013530135,FALSE,9.56,8.16,NA,"464.2",0,0,1,0,21,0,337,277.27,"52663-77-1","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"273","Basile et al 2011","M. terrapin","PCB 195","liver_concentration",3.44827586206897,FALSE,2.30012300123001,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,323,263.74,"52663-78-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"274","Basile et al 2011","M. terrapin","PCB 207","liver_concentration",3.60501567398119,FALSE,1.77121771217712,FALSE,9.56,NA,NA,"464.2",0,0,1,0,21,0,351,277.27,"52663-79-3","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"275","Basile et al 2011","M. terrapin","PCB 194","liver_concentration",21.4420062695925,FALSE,11.5621156211562,FALSE,8.91,8.68,NA,"429.8",0,0,1,0,20,0,307,263.74,"35694-08-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"276","Basile et al 2011","M. terrapin","PCB 206","liver_concentration",13.8557993730408,FALSE,6.23616236162362,FALSE,9.56,9.14,NA,"464.2",0,0,1,0,21,0,351,277.27,"40186-72-9","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"277","Basile et al 2011","M. terrapin","PCB 209","liver_concentration",10.2194357366771,FALSE,3.71463714637146,FALSE,10.2,8.27,NA,"498.6",0,0,1,0,22,0,326,290.81,"2051-24-3","---","---","--","-","PCB - Polychlorinated biphenyls"
"278","Basile et al 2011","M. terrapin","PBDE 100","liver_concentration",5.61128526645768,FALSE,5.10455104551045,FALSE,7.66,NA,NA,"564.7",0,1,2,9.2,18,0,265,253.86,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"279","Basile et al 2011","M. terrapin","PBDE 155","liver_concentration",2.60188087774295,FALSE,1.85731857318573,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,252,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"280","Basile et al 2011","M. terrapin","PBDE 154","liver_concentration",5.8307210031348,FALSE,4.32964329643296,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,292,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"281","Basile et al 2011","M. terrapin","PBDE 153","liver_concentration",7.36677115987461,FALSE,4.80934809348093,FALSE,8.55,NA,NA,"643.6",0,1,2,9.2,19,0,276,271.75,NA,NA,NA,NA,NA,"HFR - Halogenated flame retardants"
"282","Basile et al 2011","M. terrapin","HCB","liver_concentration",1.84952978056426,FALSE,0.676506765067651,FALSE,5.86,5.73,NA,"284.8",0,0,0,0,12,0,104,167,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"283","Basile et al 2011","M. terrapin","Oxychlordane","liver_concentration",74.9216300940439,FALSE,89.1758917589176,FALSE,5.48,NA,NA,"423.7",0,1,0,12.5,19,0,548,247.28,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"284","Basile et al 2011","M. terrapin","PCB 74","liver_concentration",31.3479623824451,FALSE,39.2373923739237,FALSE,6.34,6.67,NA,"292",0,0,1,0,16,0,225,209.59,"32690-93-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"285","Basile et al 2011","M. terrapin","PCB 66","liver_concentration",21.5673981191223,FALSE,31.4883148831488,FALSE,6.34,6.31,NA,"292",0,0,1,0,16,0,233,209.59,"32598-10-0","CP1","4CL","PP","-","PCB - Polychlorinated biphenyls"
"286","Basile et al 2011","M. terrapin","PCB 99","liver_concentration",120.689655172414,FALSE,191.881918819188,FALSE,6.98,7.21,NA,"326.4",0,0,1,0,17,0,259,223.13,"38380-01-7","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"287","Basile et al 2011","M. terrapin","p,p'-DDE","liver_concentration",162.382445141066,FALSE,209.10209102091,FALSE,5.87,NA,NA,"318",0,0,2,0,18,0,269,237.01,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"288","Basile et al 2011","M. terrapin","PCB 154","liver_concentration",8.74608150470219,FALSE,11.5867158671587,FALSE,7.62,NA,NA,"360.88",0,0,1,0,18,0,274,236.67,"60145-22-4","---","4CL","PP","-","PCB - Polychlorinated biphenyls"
"289","Basile et al 2011","M. terrapin","PCB 107","liver_concentration",3.76175548589342,FALSE,10.4059040590406,FALSE,6.98,NA,NA,"326.4",0,0,1,0,17,0,259,223.13,"70424-68-9","CP1","4CL","--","2M","PCB - Polychlorinated biphenyls"
"290","Basile et al 2011","M. terrapin","PCB 149","liver_concentration",3.38557993730408,FALSE,3.05043050430504,FALSE,7.62,7.28,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-04-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"291","Basile et al 2011","M. terrapin","PCB 118","liver_concentration",257.680250783699,FALSE,333.333333333333,FALSE,6.98,7.12,NA,"326.4",0,0,1,0,17,0,259,223.13,"31508-00-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"292","Basile et al 2011","M. terrapin","p,p'-DDD","liver_concentration",3.82445141065831,FALSE,1.02091020910209,FALSE,5.87,6.02,NA,"320.05",0,0,3,0,18,0,218,243.25,NA,NA,NA,NA,NA,"OCP - Organochlorine pesticides"
"293","Basile et al 2011","M. terrapin","PCB 188","liver_concentration",16.6457680250784,FALSE,1.34071340713407,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,287,250.2,"74487-85-7","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"294","Basile et al 2011","M. terrapin","PCB 146","liver_concentration",34.4827586206897,FALSE,34.0713407134071,FALSE,7.62,7.19,NA,"360.9",0,0,1,0,18,0,286,236.67,"51908-16-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"295","Basile et al 2011","M. terrapin","PCB 153_132","liver_concentration",736.677115987461,FALSE,762.607626076261,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,NA,236.67,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"296","Basile et al 2011","M. terrapin","PCB 105","liver_concentration",68.6520376175549,FALSE,80.4428044280443,FALSE,6.98,6.79,NA,"326.4",0,0,1,0,17,0,259,223.13,"32598-14-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"297","Basile et al 2011","M. terrapin","PCB 137","liver_concentration",5.23510971786834,FALSE,5.2890528905289,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35694-06-5","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"298","Basile et al 2011","M. terrapin","PCB 163","liver_concentration",41.3793103448276,FALSE,20.910209102091,FALSE,7.62,7.2,NA,"360.9",0,0,1,0,18,0,272,236.67,"74472-44-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"299","Basile et al 2011","M. terrapin","PCB 138","liver_concentration",207.523510971787,FALSE,210.332103321033,FALSE,7.62,7.44,NA,"360.9",0,0,1,0,18,0,286,236.67,"35065-28-2","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"300","Basile et al 2011","M. terrapin","PCB 158","liver_concentration",16.551724137931,FALSE,16.7281672816728,FALSE,7.62,NA,NA,"360.9",0,0,1,0,18,0,286,236.67,"74472-42-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"301","Basile et al 2011","M. terrapin","PCB 178","liver_concentration",134.48275862069,FALSE,12.0910209102091,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-67-9","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"302","Basile et al 2011","M. terrapin","PCB 187","liver_concentration",98.1191222570533,FALSE,67.7736777367774,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-68-0","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"303","Basile et al 2011","M. terrapin","PCB 183","liver_concentration",64.8902821316614,FALSE,61.3776137761378,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-69-1","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"304","Basile et al 2011","M. terrapin","PCB 167","liver_concentration",17.8683385579937,FALSE,19.1881918819188,FALSE,7.62,7.5,NA,"360.9",0,0,1,0,18,0,274,236.67,"52663-72-6","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"305","Basile et al 2011","M. terrapin","PCB 177","liver_concentration",32.2884012539185,FALSE,5.17835178351783,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,299,250.2,"52663-70-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"306","Basile et al 2011","M. terrapin","PCB 202","liver_concentration",15.8307210031348,FALSE,12.6691266912669,FALSE,8.91,7.73,NA,"429.8",0,0,1,0,20,0,279,263.74,"2136-99-4","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"307","Basile et al 2011","M. terrapin","PCB 156","liver_concentration",22.0062695924765,FALSE,18.3271832718327,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,286,236.67,"38380-08-4","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"308","Basile et al 2011","M. terrapin","PCB 201","liver_concentration",14.7335423197492,FALSE,4.84624846248462,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,325,263.74,"40186-71-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"309","Basile et al 2011","M. terrapin","PCB 157","liver_concentration",8.11912225705329,FALSE,6.65436654366544,FALSE,7.62,7.6,NA,"360.9",0,0,1,0,18,0,274,236.67,"69782-90-7","CP1","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"310","Basile et al 2011","M. terrapin","PCB 172","liver_concentration",0.846394984326019,FALSE,0.885608856088561,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"52663-74-8","---","4CL","--","2M","PCB - Polychlorinated biphenyls"
"311","Basile et al 2011","M. terrapin","PCB 197","liver_concentration",5.92476489028213,FALSE,4.13284132841328,FALSE,8.91,NA,NA,"429.8",0,0,1,0,20,0,307,263.74,"33091-17-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"312","Basile et al 2011","M. terrapin","PCB 180_193","liver_concentration",107.523510971787,FALSE,88.8068880688807,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,NA,250.2,NA,NA,NA,NA,NA,"PCB - Polychlorinated biphenyls"
"313","Basile et al 2011","M. terrapin","PCB 191","liver_concentration",1.5987460815047,FALSE,1.41451414514145,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,301,250.2,"74472-50-7","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
"314","Basile et al 2011","M. terrapin","PCB 170","liver_concentration",31.3479623824451,FALSE,26.0762607626076,FALSE,8.27,NA,NA,"395.3",0,0,1,0,19,0,313,250.2,"35065-30-6","---","4CL","PP","2M","PCB - Polychlorinated biphenyls"
